,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,prediction
5024,0.69,0.76,4,257,4,0,0,0,technical,low,0.028291271
5025,0.77,0.78,2,271,3,0,0,0,management,low,0.028291271
5026,0.33,0.4,6,214,6,0,0,0,marketing,medium,0.053642914
5027,0.89,0.73,3,274,2,0,0,0,sales,medium,0.028291271
5028,0.57,0.85,4,152,3,0,0,0,sales,medium,0.028291271
5029,0.61,0.89,2,287,4,0,0,0,sales,medium,0.028291271
5030,0.96,0.89,2,239,6,1,0,0,sales,medium,0.625
5031,0.17,0.5,4,274,6,0,0,0,sales,medium,0.053642914
5032,0.73,0.74,5,199,2,0,0,0,sales,medium,0.028291271
5033,0.65,0.75,3,194,4,1,0,0,sales,low,0.028291271
5034,0.12,0.82,5,162,4,1,0,0,sales,medium,0.028291271
5035,0.7,0.78,5,264,2,0,0,0,sales,medium,0.028291271
5036,0.87,0.88,3,179,2,0,0,0,sales,medium,0.028291271
5037,0.89,0.76,4,133,2,0,0,0,accounting,low,0.028291271
5038,0.69,0.75,5,201,3,0,0,0,accounting,low,0.028291271
5039,0.18,0.99,4,160,5,0,0,0,accounting,low,0.625
5040,0.3,0.88,5,245,4,0,0,0,hr,low,0.028291271
5041,0.76,0.9,3,279,6,0,0,0,hr,medium,0.625
5042,0.67,0.96,4,207,3,0,0,0,technical,medium,0.028291271
5043,0.12,0.84,4,218,6,0,0,0,technical,medium,0.625
5044,0.69,0.76,3,153,3,0,0,0,technical,medium,0.028291271
5045,0.63,0.96,3,144,2,0,0,0,technical,medium,0.028291271
5046,0.67,0.82,5,148,2,1,0,0,technical,medium,0.028291271
5047,0.75,0.78,2,264,3,1,0,0,technical,medium,0.028291271
5048,0.88,0.89,5,189,2,0,0,0,technical,medium,0.028291271
5049,0.99,0.75,3,243,3,0,0,0,support,medium,0.028291271
5050,0.65,0.78,4,205,2,0,0,0,support,medium,0.028291271
5051,0.88,0.63,3,184,4,0,0,0,support,medium,0.028291271
5052,0.58,0.79,2,274,4,0,0,0,support,medium,0.028291271
5053,0.99,0.9,4,181,3,0,0,0,support,medium,0.028291271
5054,0.76,0.71,3,205,2,0,0,0,support,medium,0.028291271
5055,0.14,0.98,5,172,5,0,0,0,support,medium,0.625
5056,0.57,0.86,3,164,2,0,0,0,support,medium,0.028291271
5057,0.52,0.82,3,138,2,1,0,0,support,medium,0.028291271
5058,0.27,0.75,5,264,3,0,0,0,technical,medium,0.028291271
5059,0.24,0.65,6,210,5,0,0,0,management,high,0.053642914
5060,0.18,0.87,6,226,4,0,0,0,IT,high,0.028291271
5061,0.78,0.63,6,111,6,0,0,0,IT,high,0.053642914
5062,0.94,0.73,5,142,2,1,0,0,IT,high,0.028291271
5063,0.97,0.88,4,139,2,0,0,0,product_mng,high,0.028291271
5064,0.82,0.48,4,149,6,0,0,0,product_mng,high,0.053642914
5065,0.8,0.78,5,266,3,0,0,0,RandD,low,0.028291271
5066,0.36,0.63,2,278,4,0,0,0,RandD,low,0.028291271
5067,0.98,0.73,4,140,4,0,0,0,marketing,low,0.028291271
5068,0.68,1,3,205,4,0,0,0,accounting,low,0.028291271
5069,0.8,0.54,3,222,4,0,0,0,technical,low,0.028291271
5070,0.85,0.69,4,216,4,0,0,0,management,low,0.028291271
5071,0.33,0.72,2,173,2,0,0,0,marketing,low,0.028291271
5072,0.19,0.48,6,178,3,1,0,0,sales,medium,0.028291271
5073,0.52,0.88,3,261,4,0,0,0,sales,medium,0.028291271
5074,0.13,0.52,6,188,3,0,0,0,sales,medium,0.028291271
5075,0.18,0.73,4,219,5,0,0,0,sales,medium,0.053642914
5076,0.16,0.76,6,218,6,0,0,0,sales,medium,0.053642914
5077,0.95,0.83,4,252,2,0,0,0,sales,high,0.028291271
5078,0.63,0.64,5,189,4,0,0,0,sales,high,0.028291271
5079,0.7,0.57,4,150,4,0,0,0,sales,high,0.028291271
5080,0.45,0.79,5,97,6,1,0,0,accounting,high,0.053642914
5081,0.64,0.85,4,265,2,0,0,0,accounting,low,0.028291271
5082,0.94,0.48,4,260,4,0,0,0,accounting,low,0.028291271
5083,0.57,0.76,4,164,2,0,0,0,hr,low,0.028291271
5084,0.75,0.81,2,247,4,0,0,0,hr,low,0.028291271
5085,0.7,0.92,5,182,3,0,0,0,hr,low,0.028291271
5086,0.78,0.87,4,178,3,0,0,0,technical,medium,0.028291271
5087,0.97,0.77,4,208,2,0,0,0,technical,medium,0.028291271
5088,0.51,0.76,3,256,2,0,0,0,technical,medium,0.028291271
5089,0.56,0.71,5,243,3,0,0,0,technical,medium,0.028291271
5090,0.64,0.78,5,200,3,0,0,0,technical,medium,0.028291271
5091,0.6,0.85,2,226,2,1,0,0,technical,medium,0.028291271
5092,0.9,0.76,2,150,2,0,0,0,technical,medium,0.028291271
5093,0.23,0.8,5,139,3,0,0,0,support,medium,0.028291271
5094,0.8,0.81,3,199,4,1,0,0,support,medium,0.028291271
5095,0.23,0.78,4,154,6,1,0,0,support,medium,0.053642914
5096,0.35,0.6,5,239,5,0,0,0,support,medium,0.053642914
5097,0.67,0.8,4,137,2,0,0,0,support,medium,0.028291271
5098,0.46,0.6,4,119,5,0,0,0,support,medium,0.053642914
5099,0.84,0.98,4,134,5,1,0,0,support,medium,0.625
5100,0.92,0.79,3,243,4,0,0,0,support,medium,0.028291271
5101,0.75,0.93,5,210,3,0,0,0,support,medium,0.028291271
5102,0.7,0.75,4,204,3,0,0,0,technical,medium,0.028291271
5103,0.9,0.81,6,273,5,0,0,0,technical,medium,0.053642914
5104,0.8,1,3,177,2,0,0,0,technical,medium,0.028291271
5105,0.5,0.65,5,285,6,0,0,0,management,high,0.053642914
5106,0.84,0.72,4,222,2,0,0,0,IT,low,0.028291271
5107,0.48,0.94,3,185,2,1,0,0,IT,medium,0.028291271
5108,0.98,0.87,5,151,6,0,0,0,IT,medium,0.625
5109,0.64,0.96,3,109,4,0,0,0,IT,medium,0.028291271
5110,0.58,0.53,4,192,4,0,0,0,IT,medium,0.028291271
5111,0.66,0.89,4,139,3,0,0,0,product_mng,medium,0.028291271
5112,0.76,0.98,4,191,2,0,0,0,product_mng,medium,0.028291271
5113,0.32,0.42,6,114,3,0,0,0,product_mng,medium,0.028291271
5114,0.49,0.87,3,212,2,0,0,0,product_mng,medium,0.028291271
5115,0.42,0.48,5,191,5,0,0,0,RandD,medium,0.053642914
5116,0.17,0.85,3,234,3,0,0,0,RandD,low,0.028291271
5117,0.34,0.69,6,283,2,0,0,0,RandD,low,0.028291271
5118,0.86,0.81,3,232,4,0,0,0,RandD,low,0.028291271
5119,0.51,0.71,4,208,3,1,0,0,marketing,low,0.028291271
5120,0.49,0.99,4,258,3,1,0,0,sales,low,0.028291271
5121,0.62,0.85,4,225,2,0,0,0,management,high,0.028291271
5122,0.81,0.52,4,221,6,0,0,0,marketing,high,0.053642914
5123,0.88,0.66,4,218,4,1,0,0,marketing,low,0.028291271
5124,0.87,0.68,5,236,4,0,0,0,sales,high,0.028291271
5125,0.98,0.73,2,237,3,0,0,0,sales,medium,0.028291271
5126,0.77,0.48,3,204,6,0,0,0,sales,high,0.053642914
5127,0.76,0.99,3,166,3,0,0,0,sales,medium,0.028291271
5128,0.21,0.93,4,189,2,1,0,0,sales,medium,0.028291271
5129,0.96,0.9,5,198,2,0,0,0,sales,medium,0.028291271
5130,0.6,0.8,4,222,2,0,0,0,sales,medium,0.028291271
5131,0.5,0.76,2,107,4,0,0,0,sales,high,0.028291271
5132,0.32,0.69,6,192,3,0,0,0,sales,high,0.028291271
5133,0.21,0.76,6,219,4,1,0,0,sales,medium,0.028291271
5134,0.74,0.99,4,193,3,0,0,0,accounting,low,0.028291271
5135,0.76,0.75,3,239,2,0,0,0,hr,low,0.028291271
5136,0.45,0.61,5,179,5,0,0,0,hr,low,0.053642914
5137,0.6,0.73,3,140,5,1,0,0,hr,low,0.053642914
5138,0.8,0.77,5,256,2,0,0,0,technical,low,0.028291271
5139,0.53,0.7,4,243,3,0,0,0,technical,low,0.028291271
5140,0.64,0.99,3,167,2,0,0,0,technical,low,0.028291271
5141,0.92,0.59,4,190,5,0,0,0,technical,high,0.053642914
5142,1,0.6,4,265,4,0,0,0,technical,low,0.028291271
5143,0.53,0.45,5,140,5,0,0,0,technical,low,0.053642914
5144,0.57,0.89,4,255,3,1,0,0,technical,low,0.028291271
5145,0.79,0.45,5,131,6,0,0,0,support,low,0.053642914
5146,0.68,0.92,4,209,6,0,0,0,support,low,0.625
5147,0.34,0.76,6,237,5,0,0,0,support,high,0.053642914
5148,0.98,0.87,3,239,4,0,0,0,support,medium,0.028291271
5149,0.24,0.54,6,193,4,0,0,0,support,medium,0.028291271
5150,0.67,0.72,4,192,3,1,0,0,support,medium,0.028291271
5151,0.17,0.6,5,144,6,0,0,0,technical,medium,0.053642914
5152,0.7,0.85,3,161,2,0,0,0,technical,medium,0.028291271
5153,0.61,0.86,4,153,5,0,0,0,IT,medium,0.625
5154,0.95,0.96,4,161,2,0,0,0,IT,high,0.028291271
5155,0.85,0.55,3,226,4,0,0,0,IT,low,0.028291271
5156,0.72,0.9,3,193,3,0,0,0,IT,medium,0.028291271
5157,0.69,0.69,3,236,4,0,0,0,product_mng,medium,0.028291271
5158,0.52,0.59,6,104,4,0,0,0,product_mng,medium,0.028291271
5159,0.75,0.74,3,186,3,1,0,0,RandD,medium,0.028291271
5160,0.98,0.75,5,168,4,1,0,0,RandD,medium,0.028291271
5161,0.66,0.93,4,187,2,0,0,0,RandD,low,0.028291271
5162,0.79,0.9,5,184,3,0,0,0,marketing,low,0.028291271
5163,0.88,1,5,190,2,0,0,0,sales,low,0.028291271
5164,0.75,0.7,4,179,2,0,0,0,marketing,low,0.028291271
5165,0.65,0.95,4,153,2,0,0,0,marketing,low,0.028291271
5166,0.98,0.98,5,210,6,0,0,0,sales,low,0.625
5167,0.68,0.8,2,257,2,1,0,0,sales,low,0.028291271
5168,0.52,0.37,3,137,4,0,0,0,sales,low,0.028291271
5169,0.68,0.93,4,179,2,0,0,0,sales,medium,0.028291271
5170,0.92,0.74,4,213,3,0,0,0,sales,medium,0.028291271
5171,0.86,0.79,3,106,6,1,0,0,sales,medium,0.053642914
5172,0.5,0.99,4,272,2,0,0,0,sales,medium,0.028291271
5173,0.76,0.97,5,172,3,0,0,0,sales,medium,0.028291271
5174,0.66,0.95,4,224,2,0,0,0,sales,medium,0.028291271
5175,0.58,0.71,3,230,3,1,0,0,sales,medium,0.028291271
5176,0.55,0.97,4,222,4,0,0,0,sales,medium,0.028291271
5177,0.75,0.71,4,205,3,0,0,0,sales,medium,0.028291271
5178,0.14,0.54,5,275,4,1,0,0,sales,high,0.028291271
5179,0.56,0.84,4,143,4,0,0,0,sales,medium,0.028291271
5180,0.36,0.8,5,186,4,0,0,0,accounting,medium,0.028291271
5181,0.77,0.97,3,215,2,0,0,0,hr,low,0.028291271
5182,0.64,0.83,4,179,3,0,0,0,hr,low,0.028291271
5183,0.96,0.94,5,235,3,0,0,0,hr,low,0.028291271
5184,0.6,0.97,3,164,2,0,0,0,technical,low,0.028291271
5185,0.58,0.55,3,178,5,0,0,0,technical,low,0.053642914
5186,0.74,0.79,5,241,3,0,0,0,technical,low,0.028291271
5187,0.64,0.99,4,222,2,0,0,0,technical,low,0.028291271
5188,0.97,0.95,5,201,2,0,0,0,technical,low,0.028291271
5189,0.6,0.49,5,259,4,0,0,0,technical,low,0.028291271
5190,0.84,0.73,5,105,5,0,0,0,support,low,0.053642914
5191,0.75,0.99,5,189,3,0,0,0,support,low,0.028291271
5192,0.24,0.91,4,232,2,0,0,0,support,low,0.028291271
5193,0.24,0.91,5,258,6,0,0,0,support,low,0.625
5194,0.5,0.88,4,147,3,0,0,0,support,medium,0.028291271
5195,0.66,0.36,3,256,6,0,0,0,support,medium,0.053642914
5196,0.97,0.77,3,206,4,0,0,0,support,medium,0.028291271
5197,0.92,0.98,4,161,3,0,0,0,technical,medium,0.028291271
5198,0.78,0.99,2,188,2,0,0,0,technical,medium,0.028291271
5199,0.26,0.98,5,161,5,0,0,0,IT,medium,0.625
5200,0.69,0.85,5,246,3,0,0,0,IT,medium,0.028291271
5201,0.78,0.83,4,158,3,0,0,0,IT,high,0.028291271
5202,0.67,0.86,3,175,3,0,0,0,IT,low,0.028291271
5203,0.77,0.91,5,268,3,1,0,0,IT,medium,0.028291271
5204,0.65,0.71,3,170,2,0,0,0,product_mng,low,0.028291271
5205,0.58,0.53,3,287,5,0,0,0,IT,low,0.053642914
5206,0.67,0.39,2,235,6,0,0,0,RandD,low,0.053642914
5207,0.78,0.66,6,105,5,1,0,0,RandD,low,0.053642914
5208,0.58,0.83,3,226,3,0,0,0,RandD,low,0.028291271
5209,0.63,0.59,4,171,4,0,0,0,RandD,low,0.028291271
5210,0.63,0.51,4,153,4,0,0,0,RandD,low,0.028291271
5211,0.59,0.55,3,183,4,0,0,0,marketing,low,0.028291271
5212,0.6,0.9,5,139,3,0,0,0,sales,low,0.028291271
5213,0.93,0.9,5,210,3,0,0,0,accounting,low,0.028291271
5214,0.78,0.77,2,177,4,0,0,0,support,low,0.028291271
5215,0.96,1,3,137,4,1,0,0,marketing,low,0.028291271
5216,0.54,0.97,5,233,3,1,0,0,marketing,low,0.028291271
5217,0.98,0.69,2,204,4,0,0,0,marketing,low,0.028291271
5218,0.71,0.93,2,199,2,0,0,0,sales,low,0.028291271
5219,0.87,0.96,4,151,3,1,0,0,sales,medium,0.028291271
5220,0.58,0.85,4,162,3,0,0,0,sales,medium,0.028291271
5221,0.72,0.86,3,231,3,1,0,0,sales,medium,0.028291271
5222,0.67,0.83,5,269,2,0,0,0,sales,medium,0.028291271
5223,0.53,0.97,4,249,3,0,0,0,sales,medium,0.028291271
5224,0.19,0.63,4,233,5,0,0,0,sales,medium,0.053642914
5225,1,0.88,4,240,4,0,0,0,sales,medium,0.028291271
5226,0.75,0.75,5,229,2,1,0,0,sales,medium,0.028291271
5227,0.37,0.7,2,188,2,0,0,0,sales,high,0.028291271
5228,0.24,0.64,5,190,4,0,0,0,sales,medium,0.028291271
5229,0.49,0.7,4,168,3,0,0,0,accounting,medium,0.028291271
5230,0.18,0.64,6,154,5,0,0,0,accounting,medium,0.053642914
5231,0.76,0.85,4,135,3,0,0,0,accounting,medium,0.028291271
5232,0.5,0.97,4,217,3,0,0,0,hr,low,0.028291271
5233,0.82,0.94,3,253,2,0,0,0,hr,low,0.028291271
5234,0.97,0.94,3,180,3,0,0,0,hr,low,0.028291271
5235,0.72,0.9,4,225,2,0,0,0,hr,low,0.028291271
5236,0.76,0.73,3,192,2,0,0,0,technical,low,0.028291271
5237,0.72,0.88,3,224,3,0,0,0,technical,low,0.028291271
5238,0.96,0.91,3,260,5,0,0,0,technical,low,0.625
5239,0.62,0.78,3,178,3,1,0,0,technical,low,0.028291271
5240,0.25,0.98,4,166,5,1,0,0,technical,low,0.625
5241,0.59,0.9,3,189,2,0,0,0,technical,low,0.028291271
5242,0.94,0.73,3,154,3,0,0,0,technical,low,0.028291271
5243,0.72,0.88,3,236,3,0,0,0,technical,low,0.028291271
5244,0.53,0.78,5,198,3,0,0,0,technical,low,0.028291271
5245,0.67,0.83,3,148,3,0,0,0,support,low,0.028291271
5246,0.89,0.85,4,201,2,1,0,0,support,low,0.028291271
5247,0.61,0.7,5,157,4,0,0,0,support,low,0.028291271
5248,0.9,0.74,3,260,2,0,0,0,support,medium,0.028291271
5249,0.66,0.99,3,183,2,0,0,0,technical,medium,0.028291271
5250,0.95,0.89,5,132,4,0,0,0,technical,medium,0.028291271
5251,0.75,0.98,4,170,4,0,0,0,management,medium,0.028291271
5252,0.39,0.87,5,257,5,1,0,0,IT,medium,0.625
5253,0.75,0.81,3,214,3,0,0,0,IT,low,0.028291271
5254,0.45,0.75,2,246,2,0,0,0,product_mng,medium,0.028291271
5255,0.99,0.82,3,255,2,0,0,0,product_mng,medium,0.028291271
5256,0.89,0.91,4,190,2,0,0,0,product_mng,medium,0.028291271
5257,0.96,0.9,4,164,4,0,0,0,IT,low,0.028291271
5258,1,0.87,3,165,2,0,0,0,RandD,low,0.028291271
5259,0.21,0.85,6,235,6,0,0,0,RandD,low,0.625
5260,0.63,0.83,4,159,2,0,0,0,marketing,low,0.028291271
5261,0.8,0.82,3,218,3,0,0,0,sales,low,0.028291271
5262,0.51,0.96,3,149,4,0,0,0,accounting,low,0.028291271
5263,0.89,0.96,5,239,3,0,0,0,support,low,0.028291271
5264,0.77,0.74,6,247,3,0,0,0,management,low,0.028291271
5265,0.79,0.99,4,183,2,0,0,0,marketing,low,0.028291271
5266,0.63,0.85,5,214,2,0,0,0,marketing,low,0.028291271
5267,0.49,0.67,6,286,4,0,0,0,sales,low,0.028291271
5268,0.9,0.91,5,176,3,0,0,0,sales,medium,0.028291271
5269,0.84,0.71,4,222,2,0,0,0,sales,medium,0.028291271
5270,0.89,0.77,4,269,4,0,0,0,sales,medium,0.028291271
5271,0.59,0.87,4,183,2,0,0,0,sales,medium,0.028291271
5272,0.57,0.72,3,206,3,0,0,0,sales,medium,0.028291271
5273,0.83,0.89,4,136,3,0,0,0,sales,medium,0.028291271
5274,0.42,0.5,5,286,4,0,0,0,sales,high,0.028291271
5275,0.85,1,3,255,3,0,0,0,sales,medium,0.028291271
5276,0.17,0.85,6,245,5,0,0,0,sales,medium,0.625
5277,0.56,0.98,3,251,3,1,0,0,accounting,medium,0.028291271
5278,0.5,0.73,5,165,2,0,0,0,accounting,low,0.028291271
5279,0.77,0.67,4,225,4,0,0,0,hr,low,0.028291271
5280,0.84,0.9,3,196,3,1,0,0,hr,low,0.028291271
5281,0.95,0.87,4,135,3,0,0,0,technical,low,0.028291271
5282,0.8,0.75,4,217,2,0,0,0,technical,low,0.028291271
5283,0.77,0.85,5,192,2,0,0,0,technical,low,0.028291271
5284,0.57,0.7,3,172,3,0,0,0,technical,low,0.028291271
5285,1,0.71,5,186,2,0,0,0,technical,low,0.028291271
5286,0.57,0.8,4,262,3,0,0,0,technical,low,0.028291271
5287,0.85,0.8,4,248,3,0,0,0,technical,low,0.028291271
5288,0.91,0.82,4,260,4,0,0,0,support,low,0.028291271
5289,0.96,0.97,4,260,3,0,0,0,support,low,0.028291271
5290,0.39,0.85,5,179,5,0,0,0,support,low,0.625
5291,0.87,0.74,4,178,2,1,0,0,support,medium,0.028291271
5292,0.19,0.85,6,210,4,0,0,0,support,medium,0.028291271
5293,0.9,0.83,3,273,4,0,0,0,support,medium,0.028291271
5294,0.7,0.9,5,246,2,0,0,0,support,medium,0.028291271
5295,0.96,0.53,3,158,4,0,0,0,technical,medium,0.028291271
5296,0.86,0.92,5,137,3,0,0,0,technical,medium,0.028291271
5297,0.68,0.85,3,209,2,0,0,0,management,medium,0.028291271
5298,0.18,0.51,5,159,6,0,0,0,IT,medium,0.053642914
5299,0.14,0.51,5,259,5,0,0,0,product_mng,medium,0.053642914
5300,0.94,0.8,5,245,3,1,0,0,product_mng,medium,0.028291271
5301,0.56,1,3,141,2,1,0,0,product_mng,low,0.028291271
5302,0.56,0.8,5,202,4,0,0,0,product_mng,low,0.028291271
5303,0.59,0.89,5,143,3,1,0,0,IT,low,0.028291271
5304,0.63,0.62,4,286,5,1,0,0,RandD,low,0.053642914
5305,0.97,0.88,5,173,3,0,0,0,RandD,low,0.028291271
5306,0.76,0.7,5,195,3,0,0,0,RandD,low,0.028291271
5307,0.85,0.58,4,167,4,0,0,0,RandD,low,0.028291271
5308,0.23,0.73,5,197,4,1,0,0,RandD,low,0.028291271
5309,0.68,0.62,3,255,5,0,0,0,RandD,low,0.053642914
5310,0.71,0.73,3,274,3,0,0,0,marketing,low,0.028291271
5311,0.61,0.7,3,225,3,0,0,0,accounting,low,0.028291271
5312,0.97,0.86,5,222,3,0,0,0,technical,low,0.028291271
5313,0.82,0.71,5,208,2,0,0,0,management,low,0.028291271
5314,0.72,0.68,5,162,5,0,0,0,marketing,low,0.053642914
5315,0.53,0.74,3,135,2,0,0,0,marketing,low,0.028291271
5316,0.55,0.87,4,200,3,0,0,0,marketing,low,0.028291271
5317,0.52,0.53,4,159,4,0,0,0,sales,low,0.028291271
5318,0.8,0.81,5,156,2,0,0,0,sales,low,0.028291271
5319,0.51,0.95,4,169,3,1,0,0,sales,low,0.028291271
5320,0.5,0.84,3,233,3,1,0,0,sales,medium,0.028291271
5321,0.94,0.78,3,218,2,1,0,0,sales,medium,0.028291271
5322,0.42,0.8,4,279,6,0,0,0,sales,medium,0.053642914
5323,0.55,0.71,4,223,3,0,0,0,sales,medium,0.028291271
5324,0.76,0.72,3,275,4,1,0,0,sales,medium,0.028291271
5325,0.84,0.74,3,234,3,1,0,0,sales,medium,0.028291271
5326,0.33,0.62,4,113,6,0,0,0,sales,medium,0.053642914
5327,0.61,0.95,3,133,5,0,0,0,sales,medium,0.625
5328,0.91,0.93,5,158,4,0,0,0,sales,medium,0.028291271
5329,0.73,0.74,4,214,3,0,0,0,sales,high,0.028291271
5330,0.87,0.67,4,272,4,0,0,0,sales,low,0.028291271
5331,0.38,0.42,2,127,4,0,0,0,sales,medium,0.028291271
5332,0.69,0.8,5,263,3,1,0,0,accounting,medium,0.028291271
5333,0.99,0.92,5,174,5,0,0,0,accounting,medium,0.625
5334,0.92,0.76,5,246,2,1,0,0,accounting,low,0.028291271
5335,0.6,0.88,3,201,2,0,0,0,hr,low,0.028291271
5336,0.89,0.93,3,181,3,0,0,0,hr,low,0.028291271
5337,0.91,0.93,3,238,2,0,0,0,hr,low,0.028291271
5338,0.21,0.96,4,287,5,0,0,0,technical,medium,0.625
5339,0.64,0.94,3,150,2,0,0,0,technical,medium,0.028291271
5340,0.68,0.95,4,146,2,0,0,0,technical,medium,0.028291271
5341,0.99,0.87,4,162,4,0,0,0,technical,medium,0.028291271
5342,0.85,0.55,4,158,5,0,0,0,technical,medium,0.053642914
5343,0.89,0.98,3,214,3,0,0,0,technical,medium,0.028291271
5344,0.49,0.85,4,200,3,0,0,0,support,medium,0.028291271
5345,0.76,0.97,4,219,2,0,0,0,support,medium,0.028291271
5346,0.79,0.87,3,218,3,0,0,0,support,medium,0.028291271
5347,0.81,0.92,3,251,3,1,0,0,support,medium,0.028291271
5348,0.96,0.7,3,227,2,0,0,0,support,medium,0.028291271
5349,0.7,0.87,3,158,2,0,0,0,support,medium,0.028291271
5350,0.5,0.76,4,198,3,0,0,0,support,medium,0.028291271
5351,0.75,0.72,2,192,3,0,0,0,support,medium,0.028291271
5352,0.42,0.38,2,139,4,0,0,0,technical,medium,0.028291271
5353,0.29,0.4,6,205,3,0,0,0,technical,medium,0.028291271
5354,0.55,0.97,4,267,4,0,0,0,management,medium,0.028291271
5355,0.57,0.81,4,200,3,1,0,0,IT,medium,0.028291271
5356,0.27,0.48,3,97,6,0,0,0,IT,medium,0.053642914
5357,0.7,0.43,6,253,3,0,0,0,IT,high,0.028291271
5358,0.28,0.52,3,127,4,0,0,0,product_mng,high,0.028291271
5359,0.22,0.76,4,176,6,1,0,0,product_mng,high,0.053642914
5360,0.33,0.77,3,216,3,0,0,0,RandD,high,0.028291271
5361,0.5,0.78,4,185,3,0,0,0,RandD,high,0.028291271
5362,0.93,0.88,5,140,3,0,0,0,RandD,high,0.028291271
5363,0.77,0.66,3,260,4,0,0,0,RandD,high,0.028291271
5364,0.93,0.97,5,137,4,0,0,0,RandD,low,0.028291271
5365,0.72,1,4,151,2,0,0,0,RandD,low,0.028291271
5366,0.55,0.75,4,166,2,0,0,0,sales,low,0.028291271
5367,0.39,0.86,3,261,2,0,0,0,accounting,low,0.028291271
5368,0.67,0.78,3,235,3,0,0,0,support,low,0.028291271
5369,0.61,0.89,3,201,2,0,0,0,technical,low,0.028291271
5370,0.6,0.69,6,250,5,1,0,0,management,low,0.053642914
5371,0.75,0.84,4,195,3,0,0,0,marketing,low,0.028291271
5372,0.51,0.54,4,166,4,1,0,0,sales,low,0.028291271
5373,0.63,0.9,4,188,4,1,0,0,sales,low,0.028291271
5374,0.7,0.99,3,167,3,0,0,0,sales,low,0.028291271
5375,0.5,0.99,2,258,3,1,0,0,sales,medium,0.028291271
5376,0.52,0.39,6,246,4,0,0,0,sales,medium,0.028291271
5377,0.94,0.98,4,197,3,0,0,0,sales,medium,0.028291271
5378,0.83,0.84,4,206,2,0,0,0,sales,medium,0.028291271
5379,0.96,0.83,3,233,3,0,0,0,sales,medium,0.028291271
5380,0.28,0.77,3,221,3,0,0,0,sales,high,0.028291271
5381,0.97,0.6,6,168,5,1,0,0,sales,high,0.053642914
5382,0.8,0.78,3,251,3,0,0,0,sales,high,0.028291271
5383,0.89,0.88,3,203,3,0,0,0,accounting,high,0.028291271
5384,0.6,0.76,5,168,2,1,0,0,accounting,high,0.028291271
5385,0.73,0.98,3,227,2,1,0,0,hr,high,0.028291271
5386,0.88,0.75,4,159,2,0,0,0,hr,high,0.028291271
5387,0.5,0.7,3,159,3,0,0,0,hr,low,0.028291271
5388,0.53,0.78,5,275,5,0,0,0,hr,low,0.053642914
5389,0.95,0.43,6,283,2,0,0,0,technical,low,0.028291271
5390,0.49,0.8,3,227,4,1,0,0,technical,low,0.028291271
5391,0.59,0.57,3,147,4,0,0,0,technical,low,0.028291271
5392,0.51,0.91,3,227,2,0,0,0,technical,low,0.028291271
5393,0.76,0.94,4,168,6,0,0,0,technical,medium,0.625
5394,0.12,0.59,3,229,6,0,0,0,technical,medium,0.053642914
5395,0.94,0.81,3,196,3,0,0,0,technical,medium,0.028291271
5396,0.63,0.84,4,181,3,0,0,0,technical,medium,0.028291271
5397,0.79,0.99,4,177,3,1,0,0,support,medium,0.028291271
5398,0.23,0.75,6,220,3,0,0,0,support,medium,0.028291271
5399,0.36,0.56,6,242,6,0,0,0,support,medium,0.053642914
5400,0.7,0.83,4,182,3,0,0,0,support,medium,0.028291271
5401,0.57,0.75,5,172,4,0,0,0,support,medium,0.028291271
5402,0.83,0.99,3,226,3,0,0,0,support,medium,0.028291271
5403,0.71,0.96,3,132,2,0,0,0,support,medium,0.028291271
5404,0.23,0.72,6,121,3,0,0,0,support,medium,0.028291271
5405,0.63,0.81,5,189,3,0,0,0,technical,medium,0.028291271
5406,0.9,0.59,6,269,4,1,0,0,management,medium,0.028291271
5407,0.31,0.57,4,200,4,0,0,0,IT,medium,0.028291271
5408,0.96,0.87,4,213,3,0,0,0,IT,medium,0.028291271
5409,0.66,0.51,6,105,4,0,0,0,IT,high,0.028291271
5410,0.48,0.97,4,141,2,0,0,0,IT,low,0.028291271
5411,0.59,0.79,3,217,4,0,0,0,product_mng,medium,0.028291271
5412,0.66,0.85,6,165,5,0,0,0,product_mng,medium,0.625
5413,0.69,0.92,5,220,2,0,0,0,product_mng,medium,0.028291271
5414,0.65,0.79,4,241,4,0,0,0,IT,medium,0.028291271
5415,0.58,0.94,5,274,3,0,0,0,RandD,medium,0.028291271
5416,0.72,0.57,4,224,4,0,0,0,RandD,medium,0.028291271
5417,0.65,0.99,5,240,5,0,0,0,RandD,medium,0.625
5418,0.63,0.77,5,210,3,0,0,0,RandD,medium,0.028291271
5419,0.55,0.87,3,215,2,0,0,0,RandD,medium,0.028291271
5420,0.58,0.84,4,150,4,1,0,0,sales,low,0.028291271
5421,0.71,0.72,4,177,3,0,0,0,accounting,low,0.028291271
5422,0.83,0.37,5,101,4,1,0,0,support,low,0.028291271
5423,0.69,0.72,3,243,3,0,0,0,marketing,low,0.028291271
5424,0.57,0.54,3,157,4,1,0,0,sales,high,0.028291271
5425,0.6,0.98,4,265,2,0,0,0,sales,low,0.028291271
5426,0.96,0.92,3,196,4,0,0,0,sales,low,0.028291271
5427,1,0.61,6,270,3,0,0,0,sales,low,0.028291271
